{'guid': '85709db3-6ab2-47b1-813b-d9e792763b05', 'typeName': 'business.Category', 'bussinessDomain': '第一批数据'}
{'guid': '9f1102e9-89ea-4ca2-b28d-5b8ebe32d9eb', 'typeName': 'dlf.sub_node', 'bussinessDomain': '第一批数据'}
{'guid': '0214535f-0dfb-40f3-9d8c-a556ddaca1e5', 'typeName': 'business.LogicEntity', 'bussinessDomain': '第一批数据'}
{'guid': '8627077e-272c-4d71-9219-dd24ac75df50', 'typeName': 'business.LogicEntity', 'bussinessDomain': '第一批数据'}
{'guid': '10edced3-69f1-45b1-ae88-ef68b2b4dd21', 'typeName': 'business.LogicEntity', 'bussinessDomain': '第一批数据'}
{'guid': '00eec1bb-815c-41cd-a7d8-d8f78de0aeb3', 'typeName': 'business.LogicEntity', 'bussinessDomain': '第一批数据'}
{'guid': 'd7022414-baf5-4e6b-a50f-796f52060e2a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'd072a496-2b6c-4016-a20d-9b3a9b3ed65e', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'a0cd20dc-86ff-4842-a7a5-9bc0a0989d22', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '0a3b9c11-c0b7-4579-8015-3e96e9159106', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '46331e56-8b69-4fd5-9d82-d20d40bb5380', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'caf5c36d-1226-4f43-9116-0136a1ec6437', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '3505fd3c-1b9e-49c5-ac93-6dd94d189dcc', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'e8d77580-8083-43f8-993b-8bb00892ce69', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '3cada6be-8276-4666-b9e4-e96e3d044a56', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '86b0d04b-f78e-47bf-989e-5281489f5064', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'fae6821d-7d08-4091-9f1b-2f238b32d47c', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '8f3580b3-ca7d-4854-acd8-fec622b08659', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '156a4e8c-b5bc-44b8-855f-b3cd5d568dd3', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4c848350-df1d-49ab-9c47-cc53a7221b88', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '24e3a786-2b84-497d-a25a-12545392c574', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '324e690c-ea85-4fa6-9d33-5b7a19e89278', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4cba5506-d3db-401f-b93c-c7948fb9e3fb', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '8d5cd975-0d31-49ab-8d90-19860b7aebd6', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'b98cea24-6f8e-4204-a7f1-75d8f0355238', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'f5ad819d-ed52-491a-a543-141f39afb939', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '544a698f-34f6-488f-a1de-2a610ed436d9', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'a0a52fd7-83b4-420e-920b-7cb145c9d86c', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '0eb3828d-48ca-4ceb-9228-d7779de2b1bf', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'f58c678d-ccba-477f-a983-92c44751f451', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'd01c5d30-7846-4df3-ada7-a82652417f20', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '448e7786-61eb-4572-8b18-aee96ccb7635', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'e85aef01-f157-46ae-8f71-2ddcc523d8ed', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '5741519d-871b-496f-88aa-5869ef7a28d1', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '47c8411a-81ea-469e-8803-7a047fa2089f', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'd41fe543-28a6-42ca-8c4d-cbae03ed1a4c', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4bee69c8-e1b3-4daf-8742-729cdf6f82a3', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'bb71ed87-d9c6-48d4-8f16-17c5a8cd1dae', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'df01286b-f4f0-4365-8ded-5c21aa81107b', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '2dd0c274-8946-4c9b-b4f0-c5e2500849fd', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'd96669bb-edf3-49b3-ae52-956a4eaf860a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '75f0f532-17c7-4b5d-98d6-0db58cd3beaf', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'e8203c80-2b76-4ed8-82f7-c8ae4e4b937b', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'a792c284-c175-4276-a446-4edda2cd03cf', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'ba07b0d6-71d2-4540-bbbe-b8fd3b680b68', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '30226266-a25a-4300-9058-dd9065869b7a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '6dc383d1-ca89-4b19-9fce-e56f2fb5db04', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'b0ba0d29-de24-45c6-b6af-0af2e6411608', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '593063e0-19c5-45de-b511-ee4b4eb65ed5', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '0d316e3e-841d-4a2b-9d8e-e3035cbba9a3', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'cab3314c-dd9a-4ebe-a2f0-1f0df7c81bc9', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'cc5c6385-e36e-44d1-90e7-20e04e680aba', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'fd0c0732-2f10-4195-aa75-8efd05a3c15f', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '8fbb78ec-609c-4f3b-bddb-baad84009140', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'ad5e1cf5-23c1-402a-b37f-7043ad84757f', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '736405d3-7e19-40d4-9bf7-33e89da01ef7', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'ad0abd1e-cae5-4d1e-a2f0-6933a3c17a53', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '24dc0d38-7f4a-40b6-a541-4a61092c0f8a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'ef63e607-b8aa-4daa-9388-5eeb28e3226c', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '723e6865-925a-411a-b838-9387169724d3', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'e9f591db-a06e-4204-829b-edad08ec9025', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '25ba217e-1f14-4042-9448-f827fcb97b43', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'dcd6ecbf-6f5a-42e2-84f9-11f7f373e931', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '1076a7b6-8d7d-4222-96e9-6e7deaa99b58', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'a5e8a2bf-5e2c-4fe2-8814-d1094dfc68b9', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '7c50e50f-9011-4e03-9029-52c4551a3db5', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'e2805c45-7fbb-4884-9ad1-721aebf91077', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '1ce272c6-261a-489c-b989-6c5c4d4c1c74', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'b5acc2d9-1dfc-4e43-abb7-9c60bd381868', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'da17cf34-f2a7-4806-bc60-7f0b894fd2de', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '3e075ea6-d163-44f2-957d-4591a642a552', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '95840702-d140-46c7-8250-8fe42aef52d4', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'e70e2d78-8c67-4747-b80b-53925d42de1d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '660dcc8d-1ae2-4f3b-9857-ceb46a15fc68', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '9e99aae9-5a1d-4266-835b-08f5adce947e', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'f2118746-4349-4c80-a45e-0eecda1ad847', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '7fe74942-ebf5-4deb-ba35-99c5ccfcbd83', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '3b131fac-6aa5-4d55-b0d8-41183619a21d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '409d1c97-df54-4948-ba95-016af0737e14', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '30fa56ec-6e8d-471c-9ada-2b990311e66f', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '9c289375-05d7-427d-b4e2-2a7f86de15a5', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'f8ba596f-59f8-4126-b32c-6a41d2ced61c', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '1b054b4e-e13c-45ad-b52b-65bf05074ff6', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '34804b31-f3a5-49f2-961e-9daca63b7bd1', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'eceaa0f3-ccc7-4320-a44c-8f8e56fa6904', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '070f5f76-3d76-4c66-ae4f-5902b72aeb21', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '7c151360-267a-4ad1-8fd9-b666906fb602', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'c2b28fbb-ce9c-46b6-9667-7b8301a9d726', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'cfbc5bc5-353f-483c-beaa-b8a6cd763f85', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'c48d5688-b142-49ae-a6c3-c941c832be8b', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '7e43faf5-cc12-4929-b2b5-17e994b06268', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'cd54dc6a-c594-43ea-afd9-674c70fe6332', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '3a32f858-9b70-44d3-976d-35d8750155a0', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'dcdda2da-75d7-4083-9ba0-927e8c7c1c53', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '78591437-774a-47a3-8b06-c8e7343f48df', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '3ab1d272-c29e-482b-834c-704788b476dd', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '2fce1193-4b19-4ba1-ac54-6f7ff6fec56a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '640432de-8eb3-4b65-83c0-68d3b3e91a6d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '5316451d-d939-4376-be38-06fc527a31a7', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '04cea41c-dd08-4049-99a2-a33b45fe3ee7', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'dabe89f2-09c4-450a-92a8-550bd69a6825', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'df2f0c34-1b60-4f90-b652-4124f9c47dbe', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'e397df5b-9921-4255-92c4-bd9e256587ef', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '1038e821-8bcc-46b7-87da-e4ab6a4c2420', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '70cb2d52-cfff-4b3a-b222-a4d3581c189b', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'badb3781-243e-4a90-add1-fd95b6725684', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '003f5166-1d12-4705-ab32-742930ef5ea6', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'ed9d995c-0343-4d2b-809c-11816af8f91f', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4ef4d228-b4cb-48d4-a63b-d9652ba2bc22', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'b62c2e38-57c4-48ef-8224-1126fa7af10a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'f947aa64-a56d-4adc-9035-a2d33423176e', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '50856c96-f753-4bee-9305-dd7bbb504562', 'typeName': 'dlf.sub_node', 'bussinessDomain': '第一批数据'}
{'guid': '67b850d9-7868-4d1a-b9d7-4e566afe4e1d', 'typeName': 'dli.Database', 'bussinessDomain': '第一批数据'}
{'guid': '3a509528-50a9-4e7d-b779-5e723dfb55be', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '5b7c80ca-f1e6-4e9c-96e6-3a7c6092d93d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'f4272cb0-6d63-464c-8397-49776e8169eb', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '7c74b8ff-35ee-416f-9069-1f40b70513c7', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'afb041e7-1343-4581-a4a5-fee1c01bda14', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '19897e58-e939-4509-8474-f3846b9d9029', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4601a1ba-5a6a-4c38-adda-98b50f735651', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '6def48df-02d2-4a4b-aaed-80f45f04fe2f', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'bedfd23e-c48e-48c5-8fce-cc0e57757a8d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '56898830-63aa-4a54-8e86-56950ed658c3', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '2e8aad0d-d404-4abc-983c-1568fbda04d4', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4c457976-21f5-4cc5-8e98-51315f184d27', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '98815846-0678-4c4b-9518-d8c7cae9df8a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'f92ada5a-639c-4bb0-af0d-b91e3add5892', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '1ababb0d-879b-4fe0-b073-158b72ebe2ae', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '188d142c-4858-4cb0-884d-a2448eff956a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '93e60c7e-65ca-447e-8890-60fb11c5e288', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '0e46eac1-1764-481d-92d2-9143d9e75338', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'e016a918-95cc-4ec0-a174-855086c7c456', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '7d97be20-8e23-4747-8ac6-45d3f5467f21', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'b8dbb22a-1b23-47ad-9758-d437deb80ff5', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '0cac0ce2-6316-4def-b0e7-14da60c39fd1', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '5ee0aa46-eec6-4a22-b85a-64a49317247d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'f3cb21aa-dca4-440f-8c90-1fae89f3684d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '2f11b49c-ca89-4c69-83a9-027ed85bd076', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '16e5c912-bce2-4480-9907-a05d9940bc11', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '44de5756-7767-4b99-b5a8-e17581ec41ef', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'e998a70b-ebb5-4bcb-bbaf-da781f9cc94a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'd7e1e7af-c88b-4242-83a2-ddd9479ba392', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'eefca7bb-6fc8-4568-bd75-d17bcec3cc81', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '5f1124a2-f23d-48fd-a92d-acccca0445ad', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '81329954-019b-4c75-83af-48c31249653d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '957a954b-3a4f-4f54-9671-eb3db53f229d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '393c9b2f-a11c-401d-9ea4-e38d00ee54dd', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '7d25ddad-6026-4896-ba9c-774ececf45b4', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '572d0ea6-f89c-4972-b25a-95648754db47', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'a6444538-3a01-4c9d-a21e-d599f2a1b8af', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '0c76b8d6-80d6-4400-a94b-59456df411f7', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'd2e972a0-d078-47a0-bd0b-eff7c7d0380a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '27514c2b-db37-4466-bbb2-19a4b48c6080', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'ba81b9b6-1aa8-4ca6-809e-60fd2d09a9b7', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'dd4fa8dc-352b-4f5a-ba22-f16799df7f46', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '48808dff-7f55-4886-a10f-af0311921ca4', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'a7102bb1-196f-47d2-a671-a52554ff2ec7', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'f92f47a4-946d-4320-b1fd-356ffd4ed283', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '5f72e188-0bd7-4e98-a04c-8454437aa31f', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '7a15aa08-801d-4db0-b747-9fd1663b9d69', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '18891abe-37a4-430c-9db7-082a8826d648', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'ef5ed40c-513d-4538-9868-5d41e91936db', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'a89a086a-78b2-4c0e-bc0d-22ccc5c0c73a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'e01123a6-a2a4-47da-ab60-5d19c862e491', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '03faf164-8321-44d2-9944-f58ec2d64c75', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'c4e5dae2-26fe-455c-a1a0-8e29af04fc7d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'aba62b75-81f2-485e-8dfc-a32236d41e3e', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '54bbc400-b22a-442b-a4d1-3588fd04a846', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '2482b969-f045-499c-9428-2300a5f8128a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '88312b68-e0df-4fb4-b5d5-9d4200158962', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '47ff12a7-a646-4c72-b9b4-2b297e3caad9', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '72c95149-01f7-438a-aaf7-c69875e7ce20', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'f167a69a-ddd0-46c7-aae5-975ee7e20d8d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '171331cb-b21b-4c3b-a1fd-3d58ae766fe6', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '8ccb4a91-37eb-4cab-83b8-7271bf3125b7', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '8652783f-9a0a-40bc-a198-e7ec64c79f34', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'e3aa119a-1d11-4d7b-9ea6-8a32ba9b09d0', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '5a462274-cefe-4873-bf79-6ccbd7fe07d5', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '61d4afb9-aa2f-478e-9e11-c719e87acf8a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '3bb51aac-1cb7-43c6-bb6c-e0c345449892', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'e35aaeea-8a7e-4ffe-8f3f-be8d8f24864d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '9a68b77e-a19b-47e1-86b9-659a466067c3', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '96e66dc1-b2dd-4cee-81f4-b29c1dd12e3d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '79e87bc1-e619-4914-8220-246121afe23e', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '5d7bb784-75c2-4444-881c-ee808b967b0b', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'f90e9ce7-1aa4-4038-8668-f8dfb11e8a10', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '7de3fb14-b06f-4261-af04-b716bd74a78d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'f9d30a69-14a6-4401-9256-e541d9770583', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'c395ec08-afb2-4173-99d3-c92852c0766f', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '12352b11-1a95-4635-ad79-aaa38b6510b6', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '0969808a-2d5d-41a3-bfa7-477f71df9b7b', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'b4926bc6-1c2b-4710-aca3-c57538418571', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4b891790-9d7f-4f18-af5b-47bc3de73a42', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '81cf38ca-a0ff-4575-9130-7a12e339c822', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '964df7ac-a0d4-4793-921f-7bcb6b3bf0d1', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '129fec04-22cb-4250-9246-ebcdc1c0901c', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'e00cd6fe-69b6-40f0-bdf9-3c4b293b056a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '6c554cb2-2ee1-464a-bd7b-8714c9a0a563', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '3614e9ec-8d20-473c-a082-0744dbcdf61e', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4d056652-98d9-4d77-9ceb-516993470702', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '9d5bef74-5aed-4a69-b265-bad2ae54ed74', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '1fa590ad-6d17-427f-bd93-099f86831a42', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'c81011a7-03d0-4346-b6c1-0e93afe36e08', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'c471715e-1fe4-49f7-9b94-42097ee95094', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '0cf6cafc-431d-492d-acca-59a33e2b0c2a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '91dd4647-d1de-47d0-8e9d-4c6b30d11305', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '61ee7916-66b4-4bf2-9303-dc231aed2a36', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '726eae0b-a21b-40b4-890f-733906e4bf54', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'b113b19c-dc4b-4457-9554-950f14c05ea9', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '3df01f5a-ed7d-413e-a992-f4cbf0160a33', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
